run_id,epoch,train_recon,train_vq,val_recon,best_val_recon,is_best,phase,learning_rate
auto-gn_v2_recon_focus,71,0.00735970,0.03177592,0.00559317,0.00555290,0,Phase2-退火(83%),0.0001
auto-gn_v2_recon_focus,72,0.00584182,0.03037832,0.00576211,0.00555290,0,Phase2-退火(85%),0.0001
auto-gn_v2_recon_focus,73,0.00591552,0.03069631,0.00549550,0.00549550,1,Phase2-退火(87%),0.0001
auto-gn_v2_recon_focus,74,0.00584896,0.03079236,0.00552833,0.00549550,0,Phase2-退火(88%),0.0001
auto-gn_v2_recon_focus,75,0.00585539,0.03090059,0.00630173,0.00549550,0,Phase2-退火(90%),0.0001
auto-gn_v2_recon_focus,76,0.00587080,0.03095024,0.00560026,0.00549550,0,Phase2-退火(92%),0.0001
auto-gn_v2_recon_focus,77,0.00584508,0.03089535,0.00553919,0.00549550,0,Phase2-退火(93%),0.0001
auto-gn_v2_recon_focus,78,0.00582871,0.03093247,0.00605241,0.00549550,0,Phase2-退火(95%),0.0001
auto-gn_v2_recon_focus,79,0.00584341,0.03099557,0.00544593,0.00544593,1,Phase2-退火(97%),0.0001
auto-gn_v2_recon_focus,80,0.00586507,0.03108491,0.00524503,0.00524503,1,Phase2-退火(98%),0.0001
auto-gn_v2_recon_focus,81,0.00588970,0.03125859,0.00545533,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,82,0.00584813,0.03105896,0.00538678,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,83,0.00580547,0.03104889,0.00711638,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,84,0.00581453,0.03118828,0.00670583,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,85,0.00580443,0.03124170,0.00634735,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,86,0.00586709,0.03124740,0.00538071,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,87,0.00573476,0.03119265,0.00620694,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,88,0.00575152,0.03115631,0.00606225,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,89,0.00659755,0.03182675,0.00579762,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,90,0.00563973,0.03041520,0.00536140,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,91,0.00566988,0.03066244,0.00553459,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,92,0.00572091,0.03099627,0.00543153,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,93,0.00566123,0.03106177,0.00565272,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,94,0.00574069,0.03131905,0.00572662,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,95,0.00562860,0.03108704,0.00558107,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,96,0.00568463,0.03122782,0.00558322,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,97,0.00571286,0.03129921,0.00532247,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,98,0.00564818,0.03130688,0.00598027,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,99,0.00560767,0.03131066,0.00529453,0.00524503,0,Phase3-微调,0.0001
auto-gn_v2_recon_focus,100,0.00555723,0.03120124,0.00522256,0.00522256,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,101,0.00506427,0.03118839,0.00505844,0.00505844,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,102,0.00505621,0.03134794,0.00503043,0.00503043,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,103,0.00514386,0.03171640,0.00498202,0.00498202,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,104,0.00519024,0.03193501,0.00498264,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,105,0.00519725,0.03215724,0.00522230,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,106,0.00514026,0.03198740,0.00499037,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,107,0.00514598,0.03216515,0.00504514,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,108,0.00514827,0.03229516,0.00516858,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,109,0.00515605,0.03236784,0.00516376,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,110,0.00514054,0.03246699,0.00548834,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,111,0.00514454,0.03251548,0.00521395,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,112,0.00508130,0.03241627,0.00554037,0.00498202,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,113,0.00509967,0.03248537,0.00495176,0.00495176,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,114,0.00513813,0.03279870,0.00496304,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,115,0.00509432,0.03261278,0.00495447,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,116,0.00516077,0.03291056,0.00508966,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,117,0.00514830,0.03298748,0.00507275,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,118,0.00506633,0.03278981,0.00509840,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,119,0.00509603,0.03294376,0.00540450,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,120,0.00511006,0.03300441,0.00535597,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,121,0.00511154,0.03304878,0.00504685,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,122,0.00504686,0.03290148,0.00515147,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,123,0.00506212,0.03302499,0.00518017,0.00495176,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,124,0.00510996,0.03322085,0.00492454,0.00492454,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,125,0.00506209,0.03312754,0.00506184,0.00492454,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,126,0.00511707,0.03336926,0.00499966,0.00492454,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,127,0.00507002,0.03312387,0.00487768,0.00487768,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,128,0.00505219,0.03320417,0.00496535,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,129,0.00509111,0.03341138,0.00582573,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,130,0.00507408,0.03341659,0.00497695,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,131,0.00505816,0.03343370,0.00491250,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,132,0.00507625,0.03346484,0.00495128,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,133,0.00507938,0.03356444,0.00493979,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,134,0.00503736,0.03347325,0.00514155,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,135,0.00503675,0.03347520,0.00493831,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,136,0.00505069,0.03360795,0.00494473,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,137,0.00502739,0.03361823,0.00511559,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,138,0.00503372,0.03360513,0.00545703,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,139,0.00507975,0.03383603,0.00512674,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,140,0.00503869,0.03381387,0.00501718,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,141,0.00501445,0.03372026,0.00508925,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,142,0.00504079,0.03372107,0.00492976,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,143,0.00504365,0.03395982,0.00507019,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,144,0.00503395,0.03384599,0.00518853,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,145,0.00502484,0.03387724,0.00489639,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,146,0.00498700,0.03379406,0.00505752,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,147,0.00499670,0.03387258,0.00498807,0.00487768,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,148,0.00497459,0.03380078,0.00485592,0.00485592,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,149,0.00500763,0.03399154,0.00566676,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,150,0.00501401,0.03405645,0.00506516,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,151,0.00499161,0.03396547,0.00531189,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,152,0.00501779,0.03405525,0.00496071,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,153,0.00498827,0.03409399,0.00501806,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,154,0.00496607,0.03401994,0.00502285,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,155,0.00502676,0.03426346,0.00582364,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,156,0.00501226,0.03423335,0.00570199,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,157,0.00498011,0.03419020,0.00569416,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,158,0.00502318,0.03432477,0.00497337,0.00485592,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,159,0.00498069,0.03423852,0.00479553,0.00479553,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,160,0.00501380,0.03440453,0.00484020,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,161,0.00502626,0.03452072,0.00502036,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,162,0.00497103,0.03429351,0.00562688,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,163,0.00499916,0.03436261,0.00508052,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,164,0.00497614,0.03444746,0.00482045,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,165,0.00505193,0.03473648,0.00498496,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,166,0.00497189,0.03449406,0.00482586,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,167,0.00498676,0.03449348,0.00501646,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,168,0.00496105,0.03452940,0.00483970,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,169,0.00496682,0.03450178,0.00506316,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,170,0.00495028,0.03449144,0.00509684,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,171,0.00496821,0.03452259,0.00494400,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,172,0.00495179,0.03452084,0.00495315,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,173,0.00494479,0.03456500,0.00508750,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,174,0.00493435,0.03461929,0.00480763,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,175,0.00493852,0.03464926,0.00479669,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,176,0.00497895,0.03469657,0.00498533,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,177,0.00491376,0.03462044,0.00497324,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,178,0.00496431,0.03472822,0.00492575,0.00479553,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,179,0.00495319,0.03473563,0.00474324,0.00474324,1,Phase3-微调,5e-05
auto-gn_v2_recon_focus,180,0.00492167,0.03471856,0.00485777,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,181,0.00494898,0.03481540,0.00486132,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,182,0.00493680,0.03478506,0.00488718,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,183,0.00493445,0.03476270,0.00483594,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,184,0.00492047,0.03472879,0.00500859,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,185,0.00493290,0.03485425,0.00483992,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,186,0.00492874,0.03487415,0.00483423,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,187,0.00495349,0.03495997,0.00475869,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,188,0.00493036,0.03492133,0.00508118,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,189,0.00493626,0.03494693,0.00478089,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,190,0.00489441,0.03483291,0.00483130,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,191,0.00491479,0.03494068,0.00494002,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,192,0.00491765,0.03495791,0.00484067,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,193,0.00489228,0.03496643,0.00509020,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,194,0.00491870,0.03500192,0.00483184,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,195,0.00490975,0.03503940,0.00545091,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,196,0.00494496,0.03521455,0.00506488,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,197,0.00492796,0.03514172,0.00494410,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,198,0.00488944,0.03506199,0.00489071,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,199,0.00492776,0.03521501,0.00487474,0.00474324,0,Phase3-微调,5e-05
auto-gn_v2_recon_focus,200,0.00493457,0.03526984,0.00526824,0.00474324,0,Phase3-微调,2.5e-05
